properties,num_properties,coverage,score
"has_place_of_birth, has_gender, has_country_of_citizenship, has_child, has_field_of_work, has_date_of_birth",6,1521,9126
"has_place_of_birth, has_place_of_death, has_mother, has_spouse, has_position_held, has_child, has_educated_at, has_award_received, has_date_of_birth",9,1014,9126
"has_place_of_birth, has_place_of_death, has_mother, has_spouse, has_position_held, has_child, has_educated_at, has_award_received, has_date_of_death",9,1014,9126
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_native_language, has_award_received",5,1825,9125
"has_place_of_birth, has_gender, has_position_held, has_employer, has_award_received",5,1825,9125
"has_place_of_birth, has_position_held, has_occupation, has_employer, has_award_received",5,1825,9125
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_field_of_work, has_occupation, has_religion",7,1303,9121
"has_place_of_birth, has_gender, has_mother, has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_birth",7,1303,9121
"has_place_of_birth, has_place_of_death, has_position_held, has_employer, has_date_of_death",5,1824,9120
"has_place_of_birth, has_place_of_death, has_position_held, has_occupation, has_employer",5,1824,9120
"has_place_of_birth, has_place_of_death, has_position_held, has_employer, has_date_of_birth",5,1824,9120
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_employer",5,1824,9120
"has_place_of_birth, has_gender, has_father, has_mother, has_spouse, has_country_of_citizenship, has_date_of_death, has_date_of_birth, has_cause_of_death",9,1013,9117
"has_place_of_birth, has_father, has_mother, has_spouse, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth, has_cause_of_death",9,1013,9117
"has_place_of_birth, has_gender, has_father, has_mother, has_spouse, has_country_of_citizenship, has_occupation, has_date_of_birth, has_cause_of_death",9,1013,9117
"has_place_of_birth, has_gender, has_father, has_mother, has_spouse, has_country_of_citizenship, has_occupation, has_date_of_death, has_cause_of_death",9,1013,9117
"has_place_of_birth, has_place_of_death, has_educated_at, has_field_of_work, has_award_received",5,1823,9115
"has_place_of_birth, has_position_held, has_employer, has_award_received, has_date_of_birth",5,1823,9115
"has_place_of_birth, has_country_of_citizenship, has_child, has_native_language, has_date_of_death",5,1823,9115
"has_place_of_birth, has_educated_at, has_field_of_work, has_employer, has_award_received",5,1823,9115
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_birth, has_cause_of_death, has_religion",8,1139,9112
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_death, has_cause_of_death, has_religion",8,1139,9112
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_date_of_death, has_date_of_birth, has_cause_of_death, has_religion",8,1139,9112
"has_place_of_death, has_mother, has_country_of_citizenship, has_position_held, has_child, has_educated_at, has_award_received, has_date_of_birth",8,1139,9112
"has_place_of_death, has_mother, has_country_of_citizenship, has_position_held, has_child, has_educated_at, has_award_received, has_date_of_death",8,1139,9112
"has_place_of_death, has_mother, has_country_of_citizenship, has_position_held, has_child, has_educated_at, has_occupation, has_award_received",8,1139,9112
"has_place_of_death, has_gender, has_mother, has_country_of_citizenship, has_position_held, has_child, has_educated_at, has_award_received",8,1139,9112
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth, has_cause_of_death, has_religion",8,1139,9112
"has_place_of_birth, has_educated_at, has_date_of_death, has_date_of_birth, has_notable_work",5,1822,9110
"has_place_of_birth, has_gender, has_educated_at, has_date_of_death, has_notable_work",5,1822,9110
"has_place_of_birth, has_educated_at, has_occupation, has_date_of_death, has_notable_work",5,1822,9110
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_field_of_work, has_occupation, has_date_of_death, has_date_of_birth",9,1012,9108
"has_gender, has_country_of_citizenship, has_position_held, has_native_language, has_occupation, has_award_received, has_date_of_birth",7,1301,9107
"has_place_of_death, has_father, has_mother, has_position_held, has_child, has_educated_at, has_award_received, has_date_of_birth",8,1138,9104
"has_place_of_death, has_gender, has_father, has_mother, has_position_held, has_child, has_educated_at, has_award_received",8,1138,9104
"has_place_of_death, has_father, has_mother, has_position_held, has_child, has_educated_at, has_award_received, has_date_of_death",8,1138,9104
"has_place_of_death, has_father, has_mother, has_position_held, has_child, has_educated_at, has_occupation, has_award_received",8,1138,9104
"has_gender, has_father, has_country_of_citizenship, has_educated_at, has_field_of_work, has_occupation",6,1517,9102
"has_gender, has_mother, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth, has_cause_of_death",8,1137,9096
"has_place_of_birth, has_gender, has_educated_at, has_field_of_work, has_occupation, has_date_of_birth, has_religion",7,1299,9093
"has_place_of_death, has_field_of_work, has_occupation, has_award_received",4,2273,9092
"has_place_of_death, has_field_of_work, has_award_received, has_date_of_birth",4,2273,9092
"has_place_of_death, has_gender, has_field_of_work, has_award_received",4,2273,9092
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_employer, has_award_received",5,1818,9090
"has_place_of_death, has_mother, has_child, has_award_received, has_date_of_birth",5,1818,9090
"has_place_of_death, has_gender, has_mother, has_child, has_award_received",5,1818,9090
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_field_of_work, has_award_received",5,1818,9090
"has_place_of_death, has_mother, has_child, has_occupation, has_award_received",5,1818,9090
"has_place_of_death, has_mother, has_child, has_award_received, has_date_of_death",5,1818,9090
"has_place_of_death, has_gender, has_educated_at, has_field_of_work, has_occupation, has_date_of_death, has_date_of_birth, has_cause_of_death",8,1136,9088
"has_place_of_death, has_gender, has_spouse, has_educated_at, has_occupation, has_employer, has_date_of_death, has_date_of_birth",8,1136,9088
"has_place_of_death, has_field_of_work, has_award_received, has_date_of_death",4,2272,9088
"has_place_of_birth, has_place_of_death, has_educated_at, has_native_language, has_award_received",5,1817,9085
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_employer",5,1817,9085
"has_gender, has_spouse, has_educated_at, has_employer",4,2271,9084
"has_spouse, has_educated_at, has_occupation, has_employer",4,2271,9084
"has_place_of_death, has_gender, has_father, has_mother, has_spouse, has_occupation, has_date_of_death, has_date_of_birth, has_cause_of_death",9,1009,9081
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_occupation, has_date_of_birth, has_cause_of_death, has_religion",8,1135,9080
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_date_of_death, has_date_of_birth, has_cause_of_death, has_religion",8,1135,9080
"has_place_of_birth, has_place_of_death, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth, has_cause_of_death, has_religion",8,1135,9080
"has_place_of_birth, has_gender, has_country_of_citizenship, has_native_language, has_occupation, has_award_received, has_date_of_birth, has_religion",8,1135,9080
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_occupation, has_date_of_death, has_cause_of_death, has_religion",8,1135,9080
"has_place_of_birth, has_father, has_educated_at, has_native_language",4,2270,9080
"has_gender, has_father, has_country_of_citizenship, has_educated_at, has_field_of_work, has_date_of_birth",6,1513,9078
"has_father, has_country_of_citizenship, has_educated_at, has_field_of_work, has_occupation, has_date_of_birth",6,1513,9078
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_occupation, has_award_received, has_date_of_death, has_date_of_birth, has_cause_of_death",9,1008,9072
"has_gender, has_spouse, has_native_language, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,1296,9072
"has_place_of_birth, has_place_of_death, has_father, has_mother, has_spouse, has_position_held, has_child, has_educated_at, has_award_received",9,1008,9072
"has_place_of_birth, has_gender, has_mother, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_birth, has_religion",8,1134,9072
"has_place_of_death, has_gender, has_field_of_work, has_occupation, has_date_of_birth, has_cause_of_death",6,1511,9066
"has_place_of_death, has_field_of_work, has_occupation, has_date_of_death, has_date_of_birth, has_cause_of_death",6,1511,9066
"has_place_of_death, has_gender, has_field_of_work, has_date_of_death, has_date_of_birth, has_cause_of_death",6,1511,9066
"has_place_of_death, has_gender, has_field_of_work, has_occupation, has_date_of_death, has_cause_of_death",6,1511,9066
"has_gender, has_spouse, has_country_of_citizenship, has_native_language, has_occupation, has_award_received, has_date_of_death",7,1295,9065
"has_place_of_death, has_gender, has_spouse, has_occupation, has_date_of_death, has_date_of_birth, has_religion",7,1295,9065
"has_spouse, has_country_of_citizenship, has_native_language, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,1295,9065
"has_gender, has_spouse, has_country_of_citizenship, has_native_language, has_award_received, has_date_of_death, has_date_of_birth",7,1295,9065
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_field_of_work, has_occupation, has_date_of_birth, has_cause_of_death",8,1133,9064
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_field_of_work, has_date_of_death, has_date_of_birth, has_cause_of_death",8,1133,9064
"has_place_of_death, has_spouse, has_country_of_citizenship, has_educated_at, has_occupation, has_employer, has_date_of_death, has_date_of_birth",8,1133,9064
"has_place_of_death, has_gender, has_spouse, has_country_of_citizenship, has_educated_at, has_occupation, has_employer, has_date_of_death",8,1133,9064
"has_place_of_death, has_gender, has_spouse, has_country_of_citizenship, has_educated_at, has_employer, has_date_of_death, has_date_of_birth",8,1133,9064
"has_place_of_death, has_gender, has_spouse, has_country_of_citizenship, has_educated_at, has_occupation, has_employer, has_date_of_birth",8,1133,9064
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_field_of_work, has_occupation, has_date_of_death, has_cause_of_death",8,1133,9064
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_field_of_work, has_occupation, has_date_of_death, has_date_of_birth, has_cause_of_death",8,1133,9064
"has_place_of_birth, has_place_of_death, has_mother, has_spouse, has_country_of_citizenship, has_position_held, has_child, has_educated_at, has_award_received",9,1007,9063
"has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_employer, has_award_received, has_date_of_death, has_date_of_birth",9,1007,9063
"has_place_of_birth, has_place_of_death, has_mother, has_spouse, has_child, has_educated_at, has_award_received",7,1294,9058
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_cause_of_death, has_religion",8,1132,9056
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_date_of_death, has_date_of_birth, has_cause_of_death, has_religion",8,1132,9056
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_birth, has_cause_of_death, has_religion",8,1132,9056
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_date_of_birth, has_cause_of_death, has_religion",8,1132,9056
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_date_of_death, has_cause_of_death, has_religion",8,1132,9056
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_death, has_cause_of_death, has_religion",8,1132,9056
