properties,num_properties,coverage,score
"has_gender, has_country_of_citizenship, has_date_of_birth, has_cause_of_death",4,1285,5140
"has_country_of_citizenship, has_occupation, has_date_of_birth, has_cause_of_death",4,1285,5140
"has_gender, has_country_of_citizenship, has_occupation, has_cause_of_death",4,1285,5140
"has_gender, has_country_of_citizenship, has_date_of_death, has_cause_of_death",4,1285,5140
"has_gender, has_spouse, has_educated_at, has_occupation, has_award_received",5,1028,5140
"has_country_of_citizenship, has_date_of_death, has_date_of_birth, has_cause_of_death",4,1285,5140
"has_spouse, has_educated_at, has_occupation, has_award_received, has_date_of_birth",5,1028,5140
"has_country_of_citizenship, has_position_held, has_educated_at, has_academic_degree",4,1285,5140
"has_country_of_citizenship, has_occupation, has_date_of_death, has_cause_of_death",4,1285,5140
"has_gender, has_spouse, has_educated_at, has_award_received, has_date_of_birth",5,1028,5140
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_native_language, has_date_of_birth",5,1028,5140
"has_place_of_birth, has_position_held, has_educated_at, has_award_received, has_academic_degree",5,1027,5135
"has_place_of_birth, has_gender, has_child, has_educated_at, has_date_of_birth",5,1027,5135
"has_place_of_birth, has_child, has_educated_at, has_occupation, has_date_of_birth",5,1027,5135
"has_place_of_birth, has_gender, has_child, has_educated_at, has_occupation",5,1027,5135
"has_gender, has_country_of_citizenship, has_date_of_death, has_date_of_birth, has_academic_degree",5,1026,5130
"has_gender, has_country_of_citizenship, has_occupation, has_date_of_death, has_academic_degree",5,1026,5130
"has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",5,1026,5130
"has_place_of_death, has_occupation, has_date_of_birth, has_cause_of_death",4,1281,5124
"has_place_of_death, has_occupation, has_date_of_death, has_cause_of_death",4,1281,5124
"has_place_of_death, has_gender, has_date_of_death, has_cause_of_death",4,1281,5124
"has_spouse, has_country_of_citizenship, has_occupation, has_award_received",4,1281,5124
"has_spouse, has_country_of_citizenship, has_award_received, has_date_of_birth",4,1281,5124
"has_place_of_death, has_gender, has_occupation, has_cause_of_death",4,1281,5124
"has_place_of_death, has_date_of_death, has_date_of_birth, has_cause_of_death",4,1281,5124
"has_place_of_death, has_gender, has_date_of_birth, has_cause_of_death",4,1281,5124
"has_gender, has_spouse, has_country_of_citizenship, has_award_received",4,1281,5124
"has_place_of_birth, has_occupation, has_date_of_birth, has_cause_of_death",4,1279,5116
"has_place_of_birth, has_date_of_death, has_date_of_birth, has_cause_of_death",4,1279,5116
"has_place_of_birth, has_gender, has_date_of_birth, has_cause_of_death",4,1279,5116
"has_place_of_birth, has_occupation, has_date_of_death, has_cause_of_death",4,1279,5116
"has_place_of_birth, has_gender, has_occupation, has_cause_of_death",4,1279,5116
"has_place_of_birth, has_gender, has_date_of_death, has_cause_of_death",4,1279,5116
"has_place_of_death, has_position_held, has_educated_at, has_award_received",4,1277,5108
"has_spouse, has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_birth",5,1021,5105
"has_spouse, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received",5,1021,5105
"has_gender, has_spouse, has_country_of_citizenship, has_educated_at, has_award_received",5,1021,5105
"has_place_of_birth, has_place_of_death, has_spouse, has_date_of_birth",4,1276,5104
"has_place_of_birth, has_place_of_death, has_spouse, has_date_of_death",4,1276,5104
"has_place_of_birth, has_place_of_death, has_gender, has_spouse",4,1276,5104
"has_place_of_birth, has_place_of_death, has_spouse, has_occupation",4,1276,5104
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_field_of_work, has_employer",5,1019,5095
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_native_language",5,1017,5085
"has_country_of_citizenship, has_position_held, has_educated_at, has_award_received, has_academic_degree",5,1017,5085
"has_gender, has_father, has_country_of_citizenship, has_occupation, has_date_of_death",5,1016,5080
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_employer, has_award_received",5,1014,5070
"has_place_of_birth, has_spouse, has_educated_at, has_occupation, has_award_received",5,1013,5065
"has_place_of_birth, has_place_of_death, has_educated_at, has_employer, has_award_received",5,1013,5065
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_employer, has_academic_degree",5,1013,5065
"has_place_of_birth, has_gender, has_spouse, has_educated_at, has_award_received",5,1013,5065
"has_place_of_birth, has_spouse, has_educated_at, has_award_received, has_date_of_birth",5,1013,5065
"has_father, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth",5,1012,5060
"has_place_of_birth, has_spouse, has_occupation, has_award_received",4,1265,5060
"has_gender, has_father, has_country_of_citizenship, has_date_of_death, has_date_of_birth",5,1012,5060
"has_place_of_birth, has_gender, has_spouse, has_award_received",4,1265,5060
"has_place_of_birth, has_spouse, has_award_received, has_date_of_birth",4,1265,5060
"has_place_of_death, has_employer, has_award_received, has_date_of_death",4,1264,5056
"has_place_of_death, has_employer, has_award_received, has_date_of_birth",4,1264,5056
"has_place_of_death, has_gender, has_employer, has_award_received",4,1264,5056
"has_place_of_death, has_occupation, has_employer, has_award_received",4,1264,5056
"has_place_of_birth, has_country_of_citizenship, has_date_of_death, has_cause_of_death",4,1262,5048
"has_place_of_birth, has_country_of_citizenship, has_occupation, has_cause_of_death",4,1262,5048
"has_place_of_birth, has_gender, has_country_of_citizenship, has_cause_of_death",4,1262,5048
"has_place_of_birth, has_country_of_citizenship, has_date_of_birth, has_cause_of_death",4,1262,5048
"has_place_of_birth, has_country_of_citizenship, has_child, has_educated_at, has_occupation",5,1009,5045
"has_place_of_birth, has_country_of_citizenship, has_child, has_educated_at, has_date_of_birth",5,1009,5045
"has_place_of_birth, has_gender, has_country_of_citizenship, has_child, has_educated_at",5,1009,5045
"has_place_of_death, has_country_of_citizenship, has_occupation, has_cause_of_death",4,1261,5044
"has_place_of_death, has_country_of_citizenship, has_date_of_birth, has_cause_of_death",4,1261,5044
"has_place_of_death, has_gender, has_country_of_citizenship, has_cause_of_death",4,1261,5044
"has_place_of_death, has_country_of_citizenship, has_date_of_death, has_cause_of_death",4,1261,5044
"has_place_of_birth, has_place_of_death, has_gender, has_cause_of_death",4,1260,5040
"has_place_of_birth, has_place_of_death, has_occupation, has_cause_of_death",4,1260,5040
"has_place_of_birth, has_place_of_death, has_date_of_birth, has_cause_of_death",4,1260,5040
"has_place_of_birth, has_place_of_death, has_date_of_death, has_cause_of_death",4,1260,5040
"has_place_of_birth, has_spouse, has_country_of_citizenship, has_educated_at, has_award_received",5,1007,5035
"has_place_of_birth, has_country_of_citizenship, has_occupation, has_date_of_death, has_academic_degree",5,1006,5030
"has_place_of_birth, has_country_of_citizenship, has_date_of_death, has_date_of_birth, has_academic_degree",5,1006,5030
"has_place_of_birth, has_gender, has_country_of_citizenship, has_date_of_death, has_academic_degree",5,1006,5030
"has_place_of_birth, has_spouse, has_country_of_citizenship, has_award_received",4,1255,5020
"has_place_of_birth, has_place_of_death, has_spouse, has_country_of_citizenship",4,1254,5016
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_cause_of_death",4,1243,4972
"has_place_of_death, has_country_of_citizenship, has_employer, has_award_received",4,1243,4972
"has_place_of_birth, has_place_of_death, has_employer, has_award_received",4,1233,4932
"has_gender, has_field_of_work, has_occupation, has_employer",4,1232,4928
"has_field_of_work, has_occupation, has_award_received, has_date_of_death",4,1229,4916
"has_field_of_work, has_award_received, has_date_of_death, has_date_of_birth",4,1229,4916
"has_gender, has_field_of_work, has_award_received, has_date_of_death",4,1229,4916
"has_gender, has_field_of_work, has_employer, has_date_of_birth",4,1228,4912
"has_field_of_work, has_occupation, has_employer, has_date_of_birth",4,1228,4912
"has_gender, has_child, has_occupation, has_date_of_death",4,1215,4860
"has_child, has_occupation, has_date_of_death, has_date_of_birth",4,1211,4844
"has_gender, has_child, has_date_of_death, has_date_of_birth",4,1211,4844
"has_educated_at, has_native_language, has_occupation, has_date_of_death",4,1205,4820
"has_gender, has_educated_at, has_native_language, has_date_of_death",4,1205,4820
"has_educated_at, has_native_language, has_date_of_death, has_date_of_birth",4,1204,4816
"has_place_of_birth, has_field_of_work, has_occupation, has_employer",4,1193,4772
"has_place_of_birth, has_gender, has_field_of_work, has_employer",4,1193,4772
"has_place_of_birth, has_field_of_work, has_employer, has_date_of_birth",4,1192,4768
"has_place_of_birth, has_field_of_work, has_award_received, has_date_of_death",4,1188,4752
"has_gender, has_country_of_citizenship, has_field_of_work, has_employer",4,1175,4700
"has_country_of_citizenship, has_field_of_work, has_occupation, has_employer",4,1175,4700
"has_country_of_citizenship, has_child, has_occupation, has_date_of_death",4,1174,4696
"has_gender, has_country_of_citizenship, has_child, has_date_of_death",4,1174,4696
"has_country_of_citizenship, has_field_of_work, has_employer, has_date_of_birth",4,1171,4684
"has_country_of_citizenship, has_child, has_date_of_death, has_date_of_birth",4,1170,4680
"has_country_of_citizenship, has_educated_at, has_native_language, has_date_of_death",4,1158,4632
"has_place_of_birth, has_educated_at, has_native_language, has_date_of_death",4,1154,4616
"has_country_of_citizenship, has_field_of_work, has_award_received, has_date_of_death",4,1150,4600
"has_gender, has_father, has_educated_at, has_occupation",4,1144,4576
"has_gender, has_father, has_educated_at, has_date_of_birth",4,1142,4568
"has_father, has_educated_at, has_occupation, has_date_of_birth",4,1142,4568
"has_place_of_birth, has_country_of_citizenship, has_field_of_work, has_employer",4,1142,4568
"has_place_of_death, has_gender, has_child, has_occupation",4,1136,4544
"has_place_of_death, has_gender, has_child, has_date_of_death",4,1136,4544
"has_place_of_death, has_child, has_occupation, has_date_of_death",4,1136,4544
"has_place_of_death, has_child, has_occupation, has_date_of_birth",4,1134,4536
"has_place_of_death, has_child, has_date_of_death, has_date_of_birth",4,1134,4536
"has_place_of_death, has_gender, has_child, has_date_of_birth",4,1134,4536
"has_place_of_birth, has_child, has_occupation, has_date_of_death",4,1131,4524
"has_place_of_birth, has_gender, has_child, has_date_of_death",4,1131,4524
"has_place_of_death, has_field_of_work, has_occupation, has_award_received",4,1130,4520
"has_place_of_death, has_field_of_work, has_award_received, has_date_of_death",4,1130,4520
"has_place_of_death, has_gender, has_field_of_work, has_award_received",4,1130,4520
"has_place_of_birth, has_child, has_date_of_death, has_date_of_birth",4,1130,4520
"has_place_of_death, has_field_of_work, has_award_received, has_date_of_birth",4,1130,4520
"has_gender, has_father, has_country_of_citizenship, has_educated_at",4,1124,4496
"has_father, has_country_of_citizenship, has_educated_at, has_occupation",4,1124,4496
"has_father, has_country_of_citizenship, has_educated_at, has_date_of_birth",4,1122,4488
"has_educated_at, has_employer, has_award_received, has_date_of_death",4,1116,4464
"has_place_of_birth, has_place_of_death, has_field_of_work, has_award_received",4,1105,4420
"has_gender, has_position_held, has_native_language, has_occupation",4,1104,4416
"has_place_of_birth, has_father, has_educated_at, has_occupation",4,1103,4412
"has_place_of_birth, has_gender, has_father, has_educated_at",4,1103,4412
"has_occupation, has_employer, has_date_of_birth, has_academic_degree",4,1101,4404
"has_place_of_birth, has_father, has_educated_at, has_date_of_birth",4,1101,4404
"has_gender, has_occupation, has_employer, has_academic_degree",4,1101,4404
"has_place_of_death, has_country_of_citizenship, has_child, has_occupation",4,1101,4404
"has_place_of_death, has_gender, has_country_of_citizenship, has_child",4,1101,4404
"has_place_of_death, has_country_of_citizenship, has_child, has_date_of_death",4,1101,4404
"has_gender, has_employer, has_date_of_birth, has_academic_degree",4,1100,4400
