properties,num_properties,coverage,score
"has_father, has_spouse, has_occupation, has_date_of_birth",4,1549,6196
"has_gender, has_father, has_spouse, has_date_of_birth",4,1549,6196
"has_place_of_birth, has_father, has_child, has_date_of_death",4,1549,6196
"has_place_of_birth, has_mother, has_date_of_death, has_date_of_birth",4,1547,6188
"has_place_of_birth, has_mother, has_occupation, has_date_of_death",4,1547,6188
"has_place_of_birth, has_gender, has_position_held, has_field_of_work",4,1547,6188
"has_place_of_birth, has_gender, has_mother, has_date_of_death",4,1547,6188
"has_place_of_birth, has_position_held, has_field_of_work, has_occupation",4,1547,6188
"has_place_of_birth, has_position_held, has_field_of_work, has_date_of_birth",4,1547,6188
"has_gender, has_father, has_mother, has_child, has_occupation, has_date_of_birth",6,1030,6180
"has_place_of_birth, has_gender, has_mother, has_spouse, has_occupation, has_date_of_birth",6,1029,6174
"has_spouse, has_country_of_citizenship, has_child, has_date_of_death",4,1541,6164
"has_place_of_birth, has_gender, has_father, has_spouse, has_child, has_occupation",6,1027,6162
"has_place_of_birth, has_gender, has_mother, has_child, has_occupation, has_date_of_birth",6,1027,6162
"has_place_of_birth, has_father, has_spouse, has_child, has_occupation, has_date_of_birth",6,1026,6156
"has_place_of_birth, has_place_of_death, has_position_held, has_child",4,1539,6156
"has_place_of_birth, has_gender, has_father, has_spouse, has_child, has_date_of_birth",6,1026,6156
"has_gender, has_child, has_award_received, has_date_of_death, has_date_of_birth",5,1229,6145
"has_gender, has_child, has_occupation, has_award_received, has_date_of_death",5,1229,6145
"has_child, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",5,1229,6145
"has_place_of_death, has_spouse, has_child, has_date_of_death",4,1535,6140
"has_place_of_death, has_gender, has_field_of_work, has_employer, has_date_of_death",5,1228,6140
"has_place_of_death, has_spouse, has_child, has_date_of_birth",4,1535,6140
"has_place_of_death, has_field_of_work, has_occupation, has_employer, has_date_of_death",5,1228,6140
"has_place_of_death, has_gender, has_spouse, has_child",4,1535,6140
"has_place_of_death, has_spouse, has_child, has_occupation",4,1535,6140
"has_place_of_death, has_gender, has_field_of_work, has_occupation, has_employer",5,1228,6140
"has_place_of_birth, has_place_of_death, has_position_held, has_occupation, has_religion",5,1227,6135
"has_place_of_birth, has_place_of_death, has_position_held, has_date_of_death, has_religion",5,1227,6135
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_religion",5,1227,6135
"has_place_of_birth, has_place_of_death, has_position_held, has_date_of_birth, has_religion",5,1227,6135
"has_place_of_death, has_gender, has_field_of_work, has_employer, has_date_of_birth",5,1226,6130
"has_place_of_death, has_field_of_work, has_occupation, has_employer, has_date_of_birth",5,1226,6130
"has_place_of_death, has_field_of_work, has_employer, has_date_of_death, has_date_of_birth",5,1226,6130
"has_place_of_birth, has_place_of_death, has_gender, has_field_of_work, has_employer",5,1225,6125
"has_place_of_birth, has_place_of_death, has_field_of_work, has_employer, has_date_of_death",5,1225,6125
"has_place_of_birth, has_place_of_death, has_field_of_work, has_occupation, has_employer",5,1225,6125
"has_country_of_citizenship, has_field_of_work, has_award_received, has_date_of_death",4,1531,6124
"has_place_of_death, has_gender, has_spouse, has_award_received, has_date_of_birth",5,1224,6120
"has_place_of_death, has_gender, has_spouse, has_occupation, has_award_received",5,1224,6120
"has_place_of_birth, has_gender, has_spouse, has_country_of_citizenship, has_position_held, has_date_of_death",6,1020,6120
"has_place_of_death, has_spouse, has_occupation, has_award_received, has_date_of_birth",5,1224,6120
"has_place_of_death, has_spouse, has_award_received, has_date_of_death, has_date_of_birth",5,1224,6120
"has_place_of_birth, has_place_of_death, has_field_of_work, has_employer, has_date_of_birth",5,1224,6120
"has_place_of_death, has_spouse, has_occupation, has_award_received, has_date_of_death",5,1224,6120
"has_place_of_death, has_gender, has_spouse, has_award_received, has_date_of_death",5,1224,6120
"has_place_of_birth, has_spouse, has_country_of_citizenship, has_position_held, has_date_of_death, has_date_of_birth",6,1020,6120
"has_place_of_birth, has_spouse, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death",6,1020,6120
"has_place_of_death, has_father, has_country_of_citizenship, has_position_held",4,1529,6116
"has_place_of_birth, has_place_of_death, has_spouse, has_award_received, has_date_of_birth",5,1220,6100
"has_place_of_birth, has_place_of_death, has_gender, has_spouse, has_award_received",5,1220,6100
"has_place_of_birth, has_place_of_death, has_spouse, has_award_received, has_date_of_death",5,1220,6100
"has_place_of_birth, has_place_of_death, has_spouse, has_occupation, has_award_received",5,1220,6100
"has_place_of_death, has_country_of_citizenship, has_position_held, has_child",4,1524,6096
"has_place_of_death, has_gender, has_position_held, has_field_of_work, has_date_of_birth",5,1219,6095
"has_place_of_death, has_position_held, has_field_of_work, has_occupation, has_date_of_death",5,1219,6095
"has_place_of_death, has_position_held, has_field_of_work, has_occupation, has_date_of_birth",5,1219,6095
"has_place_of_death, has_gender, has_position_held, has_field_of_work, has_occupation",5,1219,6095
"has_place_of_death, has_gender, has_position_held, has_field_of_work, has_date_of_death",5,1219,6095
"has_place_of_death, has_position_held, has_field_of_work, has_date_of_death, has_date_of_birth",5,1219,6095
"has_place_of_birth, has_gender, has_child, has_award_received, has_date_of_death",5,1218,6090
"has_place_of_birth, has_child, has_award_received, has_date_of_death, has_date_of_birth",5,1218,6090
"has_place_of_birth, has_child, has_occupation, has_award_received, has_date_of_death",5,1218,6090
"has_gender, has_father, has_mother, has_spouse, has_occupation, has_date_of_birth",6,1014,6084
"has_place_of_death, has_father, has_spouse, has_country_of_citizenship, has_date_of_death",5,1216,6080
"has_place_of_death, has_gender, has_father, has_spouse, has_country_of_citizenship",5,1216,6080
"has_place_of_death, has_father, has_spouse, has_country_of_citizenship, has_date_of_birth",5,1216,6080
"has_place_of_death, has_father, has_spouse, has_country_of_citizenship, has_occupation",5,1216,6080
"has_gender, has_country_of_citizenship, has_position_held, has_field_of_work, has_date_of_death",5,1215,6075
"has_country_of_citizenship, has_position_held, has_field_of_work, has_date_of_death, has_date_of_birth",5,1215,6075
"has_country_of_citizenship, has_position_held, has_field_of_work, has_occupation, has_date_of_death",5,1215,6075
"has_father, has_country_of_citizenship, has_child, has_date_of_death",4,1518,6072
"has_gender, has_spouse, has_educated_at, has_occupation",4,1517,6068
"has_place_of_death, has_gender, has_position_held, has_date_of_death, has_date_of_birth, has_academic_degree",6,1011,6066
"has_place_of_death, has_position_held, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",6,1011,6066
"has_place_of_death, has_gender, has_position_held, has_occupation, has_date_of_birth, has_academic_degree",6,1011,6066
"has_place_of_death, has_gender, has_position_held, has_occupation, has_date_of_death, has_academic_degree",6,1011,6066
"has_spouse, has_educated_at, has_occupation, has_date_of_birth",4,1516,6064
"has_gender, has_spouse, has_educated_at, has_date_of_birth",4,1516,6064
"has_place_of_birth, has_place_of_death, has_spouse, has_child",4,1515,6060
"has_place_of_death, has_country_of_citizenship, has_position_held, has_occupation, has_religion",5,1212,6060
"has_place_of_death, has_country_of_citizenship, has_position_held, has_date_of_death, has_religion",5,1212,6060
"has_place_of_death, has_country_of_citizenship, has_position_held, has_date_of_birth, has_religion",5,1212,6060
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_religion",5,1212,6060
"has_country_of_citizenship, has_child, has_award_received, has_date_of_death, has_date_of_birth",5,1211,6055
"has_country_of_citizenship, has_child, has_occupation, has_award_received, has_date_of_death",5,1211,6055
"has_gender, has_country_of_citizenship, has_child, has_award_received, has_date_of_death",5,1211,6055
"has_place_of_birth, has_place_of_death, has_position_held, has_field_of_work, has_date_of_birth",5,1210,6050
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_field_of_work",5,1210,6050
"has_place_of_birth, has_place_of_death, has_position_held, has_field_of_work, has_occupation",5,1210,6050
"has_place_of_birth, has_place_of_death, has_position_held, has_field_of_work, has_date_of_death",5,1210,6050
"has_gender, has_spouse, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",6,1008,6048
"has_place_of_death, has_gender, has_spouse, has_position_held, has_occupation, has_date_of_birth",6,1007,6042
"has_place_of_birth, has_spouse, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",6,1007,6042
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_date_of_birth, has_academic_degree",6,1007,6042
"has_place_of_birth, has_place_of_death, has_position_held, has_occupation, has_date_of_death, has_academic_degree",6,1007,6042
"has_place_of_birth, has_place_of_death, has_position_held, has_occupation, has_date_of_birth, has_academic_degree",6,1007,6042
"has_place_of_birth, has_gender, has_spouse, has_educated_at, has_occupation, has_date_of_death",6,1007,6042
"has_place_of_birth, has_gender, has_spouse, has_educated_at, has_date_of_death, has_date_of_birth",6,1007,6042
"has_place_of_birth, has_place_of_death, has_position_held, has_date_of_death, has_date_of_birth, has_academic_degree",6,1007,6042
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_occupation, has_academic_degree",6,1007,6042
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_date_of_death, has_academic_degree",6,1007,6042
"has_place_of_birth, has_spouse, has_educated_at, has_occupation",4,1510,6040
"has_place_of_birth, has_spouse, has_educated_at, has_date_of_birth",4,1510,6040
"has_place_of_birth, has_gender, has_spouse, has_educated_at",4,1510,6040
"has_place_of_death, has_gender, has_spouse, has_position_held, has_occupation, has_date_of_death",6,1006,6036
"has_place_of_death, has_gender, has_spouse, has_position_held, has_date_of_death, has_date_of_birth",6,1006,6036
"has_place_of_death, has_spouse, has_position_held, has_occupation, has_date_of_death, has_date_of_birth",6,1006,6036
"has_place_of_birth, has_gender, has_father, has_spouse",4,1509,6036
"has_place_of_birth, has_father, has_spouse, has_occupation",4,1509,6036
"has_place_of_death, has_gender, has_spouse, has_country_of_citizenship, has_award_received",5,1207,6035
"has_place_of_death, has_spouse, has_country_of_citizenship, has_occupation, has_award_received",5,1207,6035
"has_place_of_death, has_spouse, has_country_of_citizenship, has_award_received, has_date_of_death",5,1207,6035
"has_place_of_death, has_spouse, has_country_of_citizenship, has_award_received, has_date_of_birth",5,1207,6035
"has_place_of_birth, has_father, has_spouse, has_date_of_birth",4,1508,6032
"has_father, has_mother, has_occupation, has_date_of_death",4,1507,6028
"has_gender, has_father, has_mother, has_date_of_death",4,1507,6028
"has_father, has_mother, has_date_of_death, has_date_of_birth",4,1506,6024
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_date_of_birth, has_academic_degree",6,1003,6018
"has_place_of_death, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death, has_academic_degree",6,1003,6018
"has_place_of_death, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_birth, has_academic_degree",6,1003,6018
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_date_of_death, has_academic_degree",6,1003,6018
"has_place_of_death, has_country_of_citizenship, has_position_held, has_date_of_death, has_date_of_birth, has_academic_degree",6,1003,6018
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_academic_degree",6,1003,6018
"has_gender, has_mother, has_country_of_citizenship, has_date_of_death",4,1504,6016
"has_mother, has_country_of_citizenship, has_date_of_death, has_date_of_birth",4,1504,6016
"has_mother, has_country_of_citizenship, has_occupation, has_date_of_death",4,1504,6016
"has_place_of_birth, has_place_of_death, has_spouse, has_country_of_citizenship, has_award_received",5,1203,6015
